0.964334	611695	0
1.03136	588587	0
1.0329	557294	0
1.03482	611686	0
1.07041	580771	0
1.07173	572995	0
1.07612	572981	0
1.24249	611758	0
1.26887	333188	0
1.30668	580746	0
1.32003	611673	0
1.3203	572923	0
1.32046	557347	0
1.32581	572911	0
1.33755	580792	0
1.37282	557328	0
1.37546	580736	0
1.37806	611771	0
1.38006	611692	0
1.3983	542098	0
1.45034	611690	0
1.45393	611691	0
1.46548	588620	0
1.47771	580774	0
1.48383	580776	0
1.51646	588587	0
1.51805	557310	0
1.52758	588654	0
1.74845	580899	0
1.75482	580859	0
1.75545	580901	0
1.75567	580855	0
1.76238	611670	0
1.76266	580819	0
1.76354	588646	0
1.76651	580851	0
1.7672	580749	0
1.77156	580872	0
1.78593	588650	0
1.79631	333183	0
1.83078	557390	0
1.83395	557391	0
1.84792	54561	0
1.85592	588705	0
1.86407	588657	0
1.86473	557336	0
1.86957	557396	0
1.8721	573009	0
1.88444	580946	0
1.9079	588760	0
1.95612	580792	0
1.95657	580736	0
1.95875	580929	0
1.96496	611791	0
1.96674	573033	0
1.97066	588712	0
1.97193	588746	0
1.97403	611834	0
1.97501	611716	0
1.97657	611839	0
1.98511	580934	0
1.98633	573003	0
1.99293	611783	0
2.10649	580873	0
2.11653	573046	0
2.1191	588701	0
2.1195	611689	0
2.12032	611830	0
2.1212	557377	0
2.15769	588620	0
2.15839	572995	0
2.16238	611670	0
2.16416	573149	0
2.16884	333291	0
2.17096	557494	0
2.18016	611766	0
2.20386	580988	0
2.20611	557428	0
2.2065	573083	0
2.20684	588680	0
2.2169	580951	0
2.21735	580987	0
2.2184	611832	0
2.21974	588808	0
2.23529	611695	0
2.26852	580898	0
2.27397	573126	0
2.27667	557547	0
2.27688	557548	0
2.2809	580874	0
2.31064	557530	0
2.31995	580851	0
2.32036	611771	0
2.3305	557538	0
2.35339	333331	0
2.36496	611791	0
2.36674	573033	0
2.37352	611916	0
2.37687	310120	0
2.38112	580859	0
2.39499	580749	0
2.40014	611673	0
2.40716	580872	0
2.41399	611844	0
2.41965	557347	0
2.42031	611703	0
2.4205	611859	0
2.42053	580963	0
2.42053	588689	0
2.42299	611787	0
2.42302	611721	0
2.42333	611692	0
2.42588	573179	0
2.4264	611837	0
2.42673	588762	0
2.42703	573178	0
2.42846	611867	0
2.42921	580781	0
2.43488	611716	0
2.43517	611834	0
2.43887	611895	0
2.43965	588561	0
2.46769	581009	0
2.46895	573052	0
2.46932	572963	0
2.47167	580976	0
2.47478	588746	0
2.47488	572951	0
2.53751	580775	0
2.5543	557493	0
2.55956	580824	0
2.56025	611848	0
2.56229	557567	0
2.56583	588677	0
2.56827	580949	0
2.56863	588605	0
2.56949	580900	0
2.57178	588756	0
2.57249	581031	0
2.5762	611851	0
2.58388	588702	0
2.58861	611910	0
2.59932	611954	0
2.61482	580763	0
2.61491	557587	0
2.6169	580951	0
2.61735	580987	0
2.6184	611832	0
2.61899	573003	0
2.6198	588760	0
2.63816	611766	0
2.63892	611689	0
2.65782	611857	0
2.67189	611839	0
2.6963	573132	0
2.72718	557592	0
2.73592	611985	0
2.75266	542196	0
2.75809	557527	0
2.75989	588841	0
2.76265	573131	0
2.76296	611872	0
2.76397	588891	0
2.7658	557649	0
2.76612	588889	0
2.76638	611768	0
2.76646	573166	0
2.76651	588843	0
2.76657	573133	0
2.7669	580946	0
2.77015	557516	0
2.77036	588783	0
2.77064	580985	0
2.77134	573135	0
2.77182	588789	0
2.77188	557495	0
2.77285	557315	0
2.77518	611875	0
2.77662	611877	0
2.77696	557547	0
2.77806	557568	0
2.77829	581075	0
2.77839	588813	0
2.78535	573137	0
2.78649	573138	0
2.78812	573140	0
2.81271	581033	0
2.82695	588852	0
2.83705	580921	0
2.83716	333209	0
2.83766	333396	0
2.83854	573232	0
2.84015	611903	0
2.84057	573144	0
2.84331	333223	0
2.8436	611882	0
2.84515	611902	0
2.84635	611955	0
2.85286	581081	0
2.85295	580990	0
2.91398	581092	0
2.91586	580998	0
2.91716	580871	0
